Date;Time;Severity;Message
2026/06/25;14:42:01.221;INFO;[Config    ] Configuring the converter.;
2026/06/25;14:42:01.222;INFO;[Config    ] Configuration finished successfully..;
2026/06/25;14:42:01.222;INFO;================================================================================;
2026/06/25;14:42:01.222;INFO;[Validation] Validating acc_csc_001_001.xosc.;
2026/06/25;14:42:01.223;INFO;--------------------------------------------------------------------------------;
2026/06/25;14:42:01.233;INFO;[Validation] Validation succeeded with 0 errors and 0 warnings.;
2026/06/25;14:42:01.241;INFO;--------------------------------------------------------------------------------;
2026/06/25;14:42:01.277;INFO;[Validation][Ego    ] Validation finished with 0 errors and 0 warnings.;
2026/06/25;14:42:01.277;INFO;[Validation][Traffic] Validation finished with 0 errors and 0 warnings.;
2026/06/25;14:42:01.277;INFO;[Validation] Validation finished. Duration: 54ms.;
2026/06/25;14:42:01.277;INFO;================================================================================;
2026/06/25;14:42:01.277;INFO;[Loading   ] Loading acc_csc_001_001.xosc;
2026/06/25;14:42:01.285;INFO;[Loading   ] Loading finished. Duration: 7ms;
2026/06/25;14:42:01.285;INFO;================================================================================;
2026/06/25;14:42:01.285;INFO;[Conversion] Converting acc_csc_001_001.xosc;
2026/06/25;14:42:02.087;WARN;[Conversion][Entity       ] Entity: Ego. Traffic template file "car_ego" cannot be located in either the project or installation directory. Check the vehicle name defined in ScenarioObject. This entity will be mapped with alternative methods;
2026/06/25;14:42:02.087;INFO;[Conversion][Entity       ] Entity: Ego. Vehicle Infofile "acc_csc_001_001_Ego" is found in project directory;
2026/06/25;14:42:02.087;WARN;[Conversion][Entity       ] Entity: TV. Traffic template file "bus" cannot be located in either the project or installation directory. Check the vehicle name defined in ScenarioObject. This entity will be mapped with alternative methods;
2026/06/25;14:42:02.087;INFO;[Conversion][Entity       ] Entity: TV. Traffic template file "acc_csc_001_001_TV" is found in project directory. File "acc_csc_001_001_TV" updated in project directory.;
2026/06/25;14:42:02.087;INFO;[Conversion] Global StopTrigger converted successfully.;
2026/06/25;14:42:02.087;INFO;[Conversion]        [Condition    ] Condition: end. Converted.;
2026/06/25;14:42:02.087;INFO;[Conversion][Entity       ] Entity: Ego. Converting Maneuvers as Ego.;
2026/06/25;14:42:02.087;INFO;[Conversion]    [Event        ] Event: act_1->Ego_cruise_control->Ego_cruise_control_maneuver->Ego_cruise_event. Converted.;
2026/06/25;14:42:02.087;INFO;[Conversion]        [Action       ] Action: Ego_cruise_action. Converted.;
2026/06/25;14:42:02.087;INFO;[Conversion]        [Condition    ] Condition: Ego_cruise_start. Converted.;
2026/06/25;14:42:02.087;INFO;[Conversion] Conversion finished. Duration: 802ms;
2026/06/25;14:42:02.087;INFO;================================================================================;
2026/06/25;14:42:02.087;INFO;[Write     ] Writing InfoFiles;
2026/06/25;14:42:02.090;INFO;[Write     ] Driver template file "Data\Driver\Template\Car_Normal_osc" is found in project directory;
2026/06/25;14:42:02.090;INFO;[Write     ] TestRun file path: Data\TestRun\acc_csc_001_001;
2026/06/25;14:42:02.090;INFO;[Write     ] Road file path: Data\Road\acc_csc_001_001_road.rd5;
2026/06/25;14:42:02.091;INFO;[Write     ] Log file path: SimOutput\OSC2CM_Log\OSC2CM_Log_20260625_144201_acc_csc_001_001.txt;
2026/06/25;14:42:02.091;INFO;[Write     ] Writing finished. Duration: 3ms;
2026/06/25;14:42:02.091;INFO;================================================================================;
2026/06/25;14:42:02.091;INFO;Process finished successfully. Total conversion time: 868ms;
2026/06/25;14:42:02.091;INFO;================================================================================;
